Asset,Blockchain,Contract address,Token ID,Description,Ressources,V/F,PIC,,% V,Total
Brozo,Polygon,0x220fa5cCc9404802ED6DB0935EB4feeFC27C937e,7834,https://opensea.io/assets/matic/0x220fa5ccc9404802ed6db0935eb4feefc27c937e/7834,https://polygonscan.com/address/0x220fa5ccc9404802ed6db0935eb4feefc27c937e,V,PIC261,,,
Space Riders NFT,Ethereum,0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2,3794,https://opensea.io/assets/ethereum/0xc9d198089d6c31d0ca5cc5b92c97a57a97bbfde2/3794,https://etherscan.io/address/0xc9d198089d6c31d0ca5cc5b92c97a57a97bbfde2,V,PIC262,,,
Aiko Virtual,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,19500164840645648267941674699699302096197921985690924469990883328164685152257,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/19500164840645648267941674699699302096197921985690924469990883328164685152257,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC263,,,
A:\Aiko Virtual,Ethereum,0xb661AB9BCd2878C5F8C136f67fd550a9D7dF7197,1490,https://opensea.io/assets/ethereum/0xb661ab9bcd2878c5f8c136f67fd550a9d7df7197/1490,https://etherscan.io/address/0xb661ab9bcd2878c5f8c136f67fd550a9d7df7197,V,PIC264,,,
GENUINE UNDEAD,Ethereum,0x209e639a0EC166Ac7a1A4bA41968fa967dB30221,6992,https://opensea.io/assets/ethereum/0x209e639a0ec166ac7a1a4ba41968fa967db30221/6992,https://etherscan.io/address/0x209e639a0ec166ac7a1a4ba41968fa967db30221,V,PIC265,,,
Alien Frens,Ethereum,0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C,9548,https://opensea.io/assets/ethereum/0x123b30e25973fecd8354dd5f41cc45a3065ef88c/9548,https://etherscan.io/address/0x123b30e25973fecd8354dd5f41cc45a3065ef88c,V,PIC266,,,
LaserCat NFT,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,46231627572159746252660748239835757872872474214917075050896024626801103863811,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/46231627572159746252660748239835757872872474214917075050896024626801103863811,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC267,,,
Cool Cats x Deadfellaz,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,114220743049535130332126987089389320263100980002459008427461241597836314804225,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/114220743049535130332126987089389320263100980002459008427461241597836314804225,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,V,PIC268,,,
Cool Cats NFT,Ethereum,0x1A92f7381B9F03921564a437210bB9396471050C,9243,https://opensea.io/assets/ethereum/0x1a92f7381b9f03921564a437210bb9396471050c/9243,https://etherscan.io/address/0x1a92f7381b9f03921564a437210bb9396471050c,V,PIC269,,,
ALTS by adidas,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,58611428258241436783151785274080544676984047346747325809595437828616348499969,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/58611428258241436783151785274080544676984047346747325809595437828616348499969,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC270,,,
Pirate Nation - Founder's Pirates,Ethereum,0x1B41d54B3F8de13d58102c50D7431Fd6Aa1a2c48,5798,https://opensea.io/assets/ethereum/0x1b41d54b3f8de13d58102c50d7431fd6aa1a2c48/5798,https://etherscan.io/address/0x1b41d54b3f8de13d58102c50d7431fd6aa1a2c48,V,PIC271,,,
Creepz,Polygon,0x5657bBB5a1637fb704c1D71E6Ac1B8B6AdB51497,1,https://opensea.io/assets/matic/0x5657bbb5a1637fb704c1d71e6ac1b8b6adb51497/1,https://polygonscan.com/address/0x5657bbb5a1637fb704c1d71e6ac1b8b6adb51497,F,PIC272,,,
Creepz by OVERLORD,Ethereum,0x5946aeAAB44e65Eb370FFaa6a7EF2218Cff9b47D,11024,https://opensea.io/assets/ethereum/0x5946aeaab44e65eb370ffaa6a7ef2218cff9b47d/11024,https://etherscan.io/address/0x5946aeaab44e65eb370ffaa6a7ef2218cff9b47d,V,PIC273,,,
Mittaria Genesis,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,108927486797268205560853553879571474538800092632198445841807334388495632302081,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/108927486797268205560853553879571474538800092632198445841807334388495632302081,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC274,,,
Mittaria Genesis,Ethereum,0x8Ff2e72f8FAF05384aEB501Ba9644C9759d2Fd5F,2179,https://opensea.io/assets/ethereum/0x8ff2e72f8faf05384aeb501ba9644c9759d2fd5f/2179,https://etherscan.io/address/0x8ff2e72f8faf05384aeb501ba9644c9759d2fd5f,V,PIC275,,,
raWPass,Polygon,0xA769f2Ebfa6129175d2F792c334047903466C977,6,https://opensea.io/assets/matic/0xa769f2ebfa6129175d2f792c334047903466c977/6,https://polygonscan.com/address/0xa769f2ebfa6129175d2f792c334047903466c977,F,PIC276,,,
Parallel Battlepass Cards,Ethereum,0x9d764bcf1AFFd83554B7626F22EAB2ffC60590C7,100100001,https://opensea.io/assets/ethereum/0x9d764bcf1affd83554b7626f22eab2ffc60590c7/100100001,https://etherscan.io/address/0x9d764bcf1affd83554b7626f22eab2ffc60590c7,V,PIC277,,,
Parallel Avatar,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,61009281059528405476797732113714884661611981317314669163538576336163539255297,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/61009281059528405476797732113714884661611981317314669163538576336163539255297,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC278,,,
because unless until,Ethereum,0x99a9B7c1116f9ceEB1652de04d5969CcE509B069,472000566,https://opensea.io/assets/ethereum/0x99a9b7c1116f9ceeb1652de04d5969cce509b069/472000566,https://etherscan.io/address/0x99a9b7c1116f9ceeb1652de04d5969cce509b069,V,PIC279,,,
Genesis by Claire Silver,Ethereum,0xdFDE78d2baEc499fe18f2bE74B6c287eED9511d7,3000317,https://opensea.io/assets/ethereum/0xdfde78d2baec499fe18f2be74b6c287eed9511d7/3000317,https://etherscan.io/address/0xdfde78d2baec499fe18f2be74b6c287eed9511d7,V,PIC280,,,
ZuckBots NFT,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,31592845925783464551462227006765034624030492659472615249536467107860048773121,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/31592845925783464551462227006765034624030492659472615249536467107860048773121,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC281,,,
ZuckBots,Ethereum,0xD7448cCbA6E1C01A5FBE4748e062c500FCfdF4f2,4874,https://opensea.io/assets/ethereum/0xd7448ccba6e1c01a5fbe4748e062c500fcfdf4f2/4874,https://etherscan.io/address/0xd7448ccba6e1c01a5fbe4748e062c500fcfdf4f2,V,PIC282,,,
MAX PAIN,Ethereum,0xd1169e5349d1cB9941F3DCbA135C8A4b9eACFDDE,171000101830,https://opensea.io/assets/ethereum/0xd1169e5349d1cb9941f3dcba135c8a4b9eacfdde/171000101830,https://etherscan.io/address/0xd1169e5349d1cb9941f3dcba135c8a4b9eacfdde,V,PIC283,,,
MAX REKT CONFESSIONS,Ethereum,0x7ecBB485C2198D007E3EC0F7320ad9472730BD28,92,https://opensea.io/assets/ethereum/0x7ecbb485c2198d007e3ec0f7320ad9472730bd28/92,https://etherscan.io/address/0x7ecbb485c2198d007e3ec0f7320ad9472730bd28,F,PIC284,,,
FLUF World,Ethereum,0xCcc441ac31f02cD96C153DB6fd5Fe0a2F4e6A68d,896,https://opensea.io/assets/ethereum/0xccc441ac31f02cd96c153db6fd5fe0a2f4e6a68d/896,https://etherscan.io/address/0xccc441ac31f02cd96c153db6fd5fe0a2f4e6a68d,V,PIC285,,,
Kanpai Girl NFT Extra 2022Christmas,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,697661106927913141278058450514531264247383500830936258905167004009565782046,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/697661106927913141278058450514531264247383500830936258905167004009565782046,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC286,,,
Runi,Polygon,0xa16F217Ab89A9CD95AebD50cBE138DCAaa667822,1,https://opensea.io/assets/matic/0xa16f217ab89a9cd95aebd50cbe138dcaaa667822/1,https://polygonscan.com/address/0xa16f217ab89a9cd95aebd50cbe138dcaaa667822,F,PIC287,,,
Runi,Ethereum,0xD900381f15CA67bE1895a3626df210e33c8D7590,1730,https://opensea.io/assets/ethereum/0xd900381f15ca67be1895a3626df210e33c8d7590/1730,https://etherscan.io/address/0xd900381f15ca67be1895a3626df210e33c8d7590,V,PIC288,,,
wafuku gen,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,2428895158281744391800325185123281909878182035412536578045479661508291985409,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/2428895158281744391800325185123281909878182035412536578045479661508291985409,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC289,,,
Realms of Ether,Ethereum,0x8479277AaCFF4663Aa4241085a7E27934A0b0840,72986047338411392193774740454741642086040146817949676358841414185240293576875,https://opensea.io/assets/ethereum/0x8479277aacff4663aa4241085a7e27934a0b0840/72986047338411392193774740454741642086040146817949676358841414185240293576875,https://etherscan.io/address/0x8479277aacff4663aa4241085a7e27934a0b0840,V,PIC290,,,
The Memes by 6529,Ethereum,0x33FD426905F149f8376e227d0C9D3340AaD17aF1,22,https://opensea.io/assets/ethereum/0x33fd426905f149f8376e227d0c9d3340aad17af1/22,https://etherscan.io/address/0x33fd426905f149f8376e227d0c9d3340aad17af1,V,PIC291,,,
Murakami.Flowers Official,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,87011559320101138823891962587019598097330955644988613932827322046383948562433,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/87011559320101138823891962587019598097330955644988613932827322046383948562433,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC292,,,
CNP Jobs,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,58196224390311783244051747362311963567768719905280518174643139524870795165697,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/58196224390311783244051747362311963567768719905280518174643139524870795165697,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC293,,,
CNP Jobs,Ethereum,0xc4FeDaF6f2B6B900f5d5F8b702aa09D9BdBFDC21,7419,https://opensea.io/assets/ethereum/0xc4fedaf6f2b6b900f5d5f8b702aa09d9bdbfdc21/7419,https://etherscan.io/address/0xc4fedaf6f2b6b900f5d5f8b702aa09d9bdbfdc21,V,PIC294,,,
Hytopia World,Ethereum,0x8D9710f0e193d3f95c0723eAAF1A81030Dc9116D,470,https://opensea.io/collection/topia-worlds,https://etherscan.io/address/0x8d9710f0e193d3f95c0723eaaf1a81030dc9116d,V,PIC295,,,
OnChain Rainbow Monkey,Polygon,0x9bb7F0FF816FF2150Fd84667f03890a6AdD40d41,2043,https://opensea.io/assets/matic/0x9bb7f0ff816ff2150fd84667f03890a6add40d41/2043,https://polygonscan.com/address/0x9bb7f0ff816ff2150fd84667f03890a6add40d41,F,PIC296,,,
beef brothko,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,32027427492796411264227241075753645314706748890405632425033250300101891457025,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/32027427492796411264227241075753645314706748890405632425033250300101891457025,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC297,,,
Velocity Pass,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,33976023691764344905720189509323671969558109270080145535486810556784170762241,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/33976023691764344905720189509323671969558109270080145535486810556784170762241,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC298,,,
 A kid Called BEAST,Ethereum,0x77372a4cc66063575b05b44481F059BE356964A4,8949,https://opensea.io/assets/ethereum/0x77372a4cc66063575b05b44481f059be356964a4/8949,https://etherscan.io/address/0x77372a4cc66063575b05b44481f059be356964a4,V,PIC299,,,
Winds of Yawanawa,Ethereum,0x7a63d17F5a59BCA04B6702F461b1f1A1c59b100B,613,https://opensea.io/assets/ethereum/0x7a63d17f5a59bca04b6702f461b1f1a1c59b100b/613,https://etherscan.io/address/0x7a63d17f5a59bca04b6702f461b1f1a1c59b100b,V,PIC300,,,
RTFKT x Nike Dunk Genesis CRYPTOKICKS,Ethereum,0xF661D58cfE893993b11D53d11148c4650590C692,6660,https://opensea.io/assets/ethereum/0xf661d58cfe893993b11d53d11148c4650590c692/6660,https://etherscan.io/address/0xf661d58cfe893993b11d53d11148c4650590c692,V,PIC301,,,
BAYC x Nike Free Mint,Polygon,0x3E7162fdDAf5d57069dB540ebbb2206ec85daB18,100,https://opensea.io/assets/matic/0x3e7162fddaf5d57069db540ebbb2206ec85dab18/100,https://polygonscan.com/address/0x3e7162fddaf5d57069db540ebbb2206ec85dab18,F,PIC302,,,
World of Women,Ethereum,0xe785E82358879F061BC3dcAC6f0444462D4b5330,3206,https://opensea.io/assets/ethereum/0xe785e82358879f061bc3dcac6f0444462d4b5330/3206,https://etherscan.io/address/0xe785e82358879f061bc3dcac6f0444462d4b5330,V,PIC303,,,
Vegiemon,Ethereum,0x495f947276749Ce646f68AC8c248420045cb7b5e,36458333212587276176400718393644301447635354803349079129960158167425087438849,https://opensea.io/assets/ethereum/0x495f947276749ce646f68ac8c248420045cb7b5e/36458333212587276176400718393644301447635354803349079129960158167425087438849,https://etherscan.io/address/0x495f947276749ce646f68ac8c248420045cb7b5e,F,PIC304,,,
First First NFT,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,33997189753589616192995806627631398081397554352317579471102538231232476479489,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/33997189753589616192995806627631398081397554352317579471102538231232476479489,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC305,,,
hyperbearv2,Polygon,0x2953399124F0cBB46d2CbACD8A89cF0599974963,44151008648715319934787168400329054959131745918060157280195880151285801943041,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/44151008648715319934787168400329054959131745918060157280195880151285801943041,https://polygonscan.com/address/0x2953399124f0cbb46d2cbacd8a89cf0599974963,F,PIC306,,,
Rota ,Ethereum,0xDfB29501b42f63A947Ddc5249F185D6BcBE6986f,4451,https://opensea.io/assets/ethereum/0xdfb29501b42f63a947ddc5249f185d6bcbe6986f/4451,https://etherscan.io/address/0xdfb29501b42f63a947ddc5249f185d6bcbe6986f,V,PIC307,,,
